Artist	Song	Id	Key
Kim Appleby	Don't Worry	TRIQKOY128F1461D48	F_minor
Third World	Dancing On The Floor (Hooked On Love)	TRIQPCQ128F1493349	E_minor
Jürgen von der Lippe	Ich kann alles sagen	TRIQPUU128F92F61DC	C_minor
Randy Newman	Sail Away (LP Version)	TRIQRQD128F1497924	C_major
Collective Soul	The World I Know	TRIQSFA128F9307EB2	D_major
Blancmange	I've Seen The Word	TRIQURS128E0798E25	G_major
Creedence Clearwater Revival	Travelin' Band	TRIQXFH128F146EC43	G#_minor
The Moffatts	Crazy	TRIQZOX128F145F092	G_minor
Donny Osmond	Will It Go Round In Circles	TRIRESG128F14AB338	B_major
The Hooters	Johnny B.	TRIRIJR128F4265681	C_major
China Crisis	Christian	TRIRIPA128F425D9CC	E_major
Phil Collins	One More Night	TRIRJYZ128E0783D46	F_minor
Joshua Rifkin	Pine Apple Rag  (LP Version)	TRIRNWA128F423268B	G_minor
Hawkwind	Wind Of Change (1996 Digital Remaster)	TRIRONF128F1460AD0	A_minor
Anna Book	Something Stupid	TRIRRKB128F428C534	E_major
Susan Ashton	Love Will Be Our Home	TRIRUKF128EF34BABF	Bb_minor
Blank & Jones	The Night Starts Here - with Stars	TRIRUYJ12903CA7AD6	F_minor
Barbados	För alltid och för evigt	TRIRWHP128F428D06A	D_minor
Frankie Goes To Hollywood	Two Tribes	TRIRYEF12903D061CD	D_minor
Paul Young	Come Back And Stay	TRIRYOM128F425976B	D_major
Günter Wand	Pictures at an Exhibition/Bydlo	TRISAOV128F4290BCA	E_major
Kanye West / Syleena Johnson	All Falls Down	TRISFXD128F932DC2D	G#_minor
Whitney Houston	It's Not Right But It's Okay	TRISIFW128F4287E31	F_minor
Bobby Vinton	Blue Velvet	TRISMIC128F42739CE	Bb_major
Connie Smith	Long Black Limousine	TRISOMT128F92E9DE0	F#_minor
Culture Club	Do You Really Want To Hurt Me (BBC In Concert)	TRISOVE12903CB8135	G_major
The Muffins	Joe Crop on a Toxic Planet	TRISRLK12903CB030C	Bb_major
Aqua	Around The World	TRISWAB12903CA4A33	C#_major
Moby	Sleep So Very Long	TRISWPN12903CF28B9	D_major
Eden's Bridge	El Shaddai  (Celtic Psalms Album Version)	TRISXDH128F1465AF8	A_minor
Martha Argerich	Kinderszenen (Scenes from Childhood) Op. 15: 10. Fast zu ernst (Almost Too Serious)	TRISXWD128F426BCFC	D#_minor
Jess Klein	I'll Be Alright (Album Version)	TRISYDH128F147C1B3	C_major
Hail Social	Cherry-Cola Funk (Cd)	TRISYEE128EF340ADB	G_minor
Fort Minor [Featuring Holly Brook And Jonah Matranga]	Where'd You Go (Featuring Holly Brook & Jonah Matranga) (Album Version)	TRISZPB128F14539B3	E_major
Valet	Zurich Revisited	TRITFIA128F930C174	E_major
John Sawyer	Don't Let Me Be Lonely Tonight	TRITIQV12903CC9D01	A_major
Pet Shop Boys	One In A Million (2001 Digital Remaster)	TRITJKW128E078300D	E_major
Handsome Furs	Evangeline (Album)	TRITKFE128F9308686	Bb_minor
Mr. Big	To Be With You [Live at Koseinenkin Hall_ Tokyo_ October 29_ 1993]	TRITMUD128F92E9A3E	E_major
Fire Ball	I Love You	TRITMXS128F4269AA3	Bb_major
G4	Crazy	TRITMYK128F92EB21F	F_minor
Vignola	Silver and Gold	TRITPNN128F4279C0F	Ab_major
Green Day	Green Day (Album version)	TRITSAS128F42705E7	B_minor
Richard Clayderman	We Are The World	TRITUZY128F933BD52	E_major
West End Orchestra & Singers	Transformation - Sound-a-like Cover	TRITXMO128F933D295	B_minor
Dick And Dee Dee	The Mountain's High	TRITYGF128F427542F	F_major
Wig Wam	Ballroom Blitz	TRIUCEV12903CF9D58	E_major
Winx	Sensacoes	TRIUCOU128F92DF4C8	E_minor
Angels and Airwaves	A Little's Enough	TRIUDBH128F147182F	E_major
Kleenex Girl Wonder	I Cut Myself in Half	TRIUHLN128F932B865	F#_minor
Zac Harmon	Keep The Blues Alive	TRIUIAA128F9331BA8	G_minor
Hacienda	Movements	TRIUJUR128EF33DB9C	F_major
Jay Tripwire	If I Only Knew	TRIUKLG12903CC1CB3	F_minor
Frans Bauer	Ik Leef Nu Met Mijn Stil Verdriet	TRIUKVW128F427EF9C	Eb_major
Liz Story	Children's Corner Suite/Doctor Gradus ad Parnassum_ No. 1	TRIULLW128F429193E	C_major
Take That Featuring Lulu	Relight My Fire	TRIURBO128F425A1F3	A_major
Christopher Cross	All Right (Album Version)	TRIURLT128F4237879	E_major
Panpipes	If I Ever Lose My Faith In You	TRIUWUH128F92CB54B	E_minor
Social Distortion	Reach For The Sky (Album)	TRIUZYM128F4222715	G#_minor
Yazoo	"Nobody's Diary (GRN's 12"" Remix)"	TRIVARY128F4228DE7	B_minor
Fanny	Is It Really You? (LP Version)	TRIVAVT128F14A5367	C_major
Kenny Rogers	Don't It Make My Brown Eyes Blue	TRIVCXD128F429F4E5	C#_major
Jamal Abdillah	Aku Cinta Padamu	TRIVFDC128F1468406	G_major
Bianca	Prinzessin	TRIVFIS128F42A2A26	D_major
The Pretenders	Brass In Pocket (Album Version)	TRIVGMS128F148013A	E_minor
Eminem / Dr. Dre	Guilty Conscience	TRIVHNE12903D07433	Bb_major
Randy Travis	Love's Alive And Well (Album Version)	TRIVHNW128F4231DFC	D_major
Boots Randolph	Raindrops Keep Fallin' On My Head	TRIVJNI12903CBECC9	F_major
The Cowsills	Hair	TRIVJNY128F933D7D9	C_minor
SONATA ARCTICA	FullMoon	TRIVLNA128F9345F3D	G#_minor
3 Doors Down	When I'm Gone	TRIVMCG128F932105E	A_minor
Dick Hyman	The Easy Winners	TRIVOBO128F4285145	Ab_major
Johnny Hates Jazz	Shattered Dreams	TRIVSGU128F14592BB	F_major
We Shot the Moon	Come Back	TRIVVTK128F9308082	D_minor
Gibonni	U LJUBAV VJERE NEMAM	TRIWAHX12903CC9CA9	F_major
DJ Vix	Dooron Kini Sohnie Aundi	TRIWFBF128F92F87ED	D_major
Inishkea	Seven Seconds	TRIWHHY128F4257CC4	B_minor
Stefan Tretau	Rottweiler	TRIWKWB128F93520D0	E_minor
Alizée	"Mademoiselle Juliette ""Alberkam"" (Extended Edit)"	TRIWLLJ128F9318B83	D_minor
Victor Ark	Coming Back	TRIWNGP128F92D11C1	F_minor
Bryan White	I'm Not Supposed To Love You Anymore (LP Version)	TRIWQNE128F92F0F04	B_minor
Plastik Funk	No Never	TRIWQYN128F4236A7E	Bb_minor
Booker T. & The M.G.'s	Mrs. Robinson	TRIWTRV128F9318F31	G_minor
Marc Korn	Sing My Song (Indietro Remix)	TRIWWMD128F424CB1E	E_major
Tom Cloud	Dark Symphony	TRIWXEC12903CF5E48	E_minor
Haterboy & Van Hagen	Motorsoul	TRIWYNX128F932153B	E_minor
Roger Williams	Autumn Leaves	TRIWYST12903C97458	F_major
Nat King Cole	I Understand	TRIXAED12903CF1FA7	A_minor
Blake Lewis	Heartbreak on Vinyl (The Bimbo Jones Dub)	TRIXJHZ12903CA5EEC	Bb_minor
George Harrison	True Love (2004 Digital Remaster)	TRIXJZB128F422F017	D_major
Setrise	Sunny Canon	TRIXLTC128F930F664	D_major
Derek Sherinian	Sweet lament	TRIXOPS128F933EC51	B_minor
Michael Crawford	I Dreamed A Dream	TRIXRCQ128E0794811	F_major
My Chemical Romance	I'm Not Okay (I Promise) (Album Version)	TRIXTMV128F42310F1	D_major
Sapphire	Currents	TRIXUME128F93253ED	Ab_major
Frankie Valli & The Four Seasons	Rag Doll (2006 Remastered LP Version)	TRIXXAA128F425E21F	Bb_major
Parni Valjak	Ljubavna	TRIXXTY12903CFDF32	B_minor
Dancing Fantasy	Tammy & Joan	TRIXXWC128F92F8C49	E_minor
Claude Debussy	Arabesque n° 1	TRIXYCM128F4292B28	C#_minor
Padt	Smells Like Teen Spirit	TRIYAPS128F4229309	C_minor
Papa San	Come Out Di Building	TRIYBIY128F93300ED	G_minor
Smokey Robinson & The Miracles	The Tears Of A Clown	TRIYCLR128EF357094	C#_major
Alex Ubago	Me cuesta tanto olvidarte	TRIYDJZ128F931F680	E_major
Black Sabbath	Iron Man	TRIYGTT12903CD3D5C	D#_minor
KDD	Résurrection	TRIYGWC128F427CC75	C_minor
Santana	Oye Como Va	TRIYHNS12903CBB5C7	A_minor
John Fogerty	Who'll Stop The Rain	TRIYIAD128F9311459	C_major
Tiffany	Forever Young	TRIYLVN128F424B902	F_major
Davy Jones	Valleri (Incredible Version)	TRIYMYB128EF355934	C_minor
4 Clubbers	Let Me Be Your Fantasy	TRIYPJK128F422AB87	B_minor
Ricky Martin	Ven A Mí (Come To Me)	TRIZEKT128F4278359	C#_major
The New London Orchestra	(I've Had) The Time Of My Life (from Dirty Dancing)	TRIZIOK12903CCD4E7	C_minor
Elvis Crespo	Oh La La	TRIZMJW128F92FAA54	G_minor
Jean-Jacques Goldman	Vivre Cent Vies (Version Anglaise)	TRIZMJY128F425C490	E_minor
Coolio feat. L.V.	Gangsta's Paradise (LP Version)	TRIZNGJ128F1474511	C_minor
Beatnik Filmstars	Radio Millionaire	TRIZRQN128F429BB99	A_major
Miossec	Le Stade De La Résistance	TRIZRTY128F4226906	G_major
Ann Christy	De Roos (Live)	TRIZSXD128F930B58B	G_major
Carpenters	For All We Know	TRIZWLK128E0793C91	G_major
Ricky Van Shelton	Statue Of A Fool	TRIZWME128F4264C52	G_major
Enya	Boadicea	TRIZWXN128F423C6B4	C_minor
Vikingarna	Hjärtats röst (Jealous Heart)	TRIZYOX128F428D4C7	B_major
Fleetwood Mac	Go Your Own Way (Live PBS Version)	TRIZYVC128F92C80E1	F_major
Rotting Christ	Under The Name Of Legion	TRJAAZD12903CF1B3B	E_minor
Serge Devant	Sweet Harmony (Isma-Ae Remix Instrumental)	TRJAFDS128F92D2BE5	F_minor
Tye Tribbett & G.A.	Look Back	TRJAJFZ128F427F224	C_major
Guildo Horn feat. Pomp & Brass	Coming Home (Footballhymne)	TRJAKBF128F42A2B6C	Eb_major
Bryan Adams	Don't Give Up	TRJAMLV128E0792490	Eb_major
Amy Allison	Lost On You	TRJAOVU128F4226A6D	E_major
Rick James	Super Freak (Part 1)	TRJAPRX128F92E90D0	A_minor
Rasmus Faber & Alf Tumble featuring Candi Staton	Wilder Side [Instrumental]	TRJAPWS12903CE30A3	B_minor
Daniel Balavoine	Au Revoir	TRJAPYE128F42B79B0	G_major
We Show Up On Radar	Growing A Girl	TRJAQUV128F427ADC5	A_major
N/A	N/A	Series([], Name: Id, dtype: object)	B_minor
HA-ASH	Esta Mujer	TRJASYJ12903CBC58D	G_minor
Kenny Chesney	She's Got It All	TRJATSM128F428A47A	E_minor
Lionel Rogg	Prelude And Fugue In G Minor/en Sol Mineur_ BuxWV 150 : Fugue (Remasterisé En 2010)	TRJBABX12903CCEA73	Bb_major
Troy Pierce	Meine Schuhe Sind Eiskalt	TRJBDZL12903CF28D5	C_major
Perry Como	Ave Maria	TRJBITT128F426403C	F_major
Josh Freese	Playboy Mansion	TRJBLMU128F428A766	E_minor
John Debney	Main Title	TRJBPSG128F42530CC	Bb_major
Britney Spears	Lucky	TRJBSYG128F4291E11	Db_major
Karaoke (Made famous by DMX)	X Gon' Give It To Ya (Guide Vocal)	TRJBTGZ128F42947F1	Bb_minor
Vanessa-Mae	Red Hot	TRJBTKE128F425AE76	E_minor
Rocio Banquells	Un Mensajero Cea Del Cielo (Mezzo Angolo Di Cielo)	TRJBUJT128F426CB96	E_major
Selena Gomez & The Scene	Naturally	TRJBUUS12903CD6E1A	Bb_minor
Stage Dolls	Beth	TRJBVDW12903D01701	G_major
Pat Travers	Whole Lotta Rosie	TRJBYTB128F42969D8	G#_minor
Nana	Darkman	TRJBZDP128F421583C	E_minor
The Band and Bugles of The Rifles_ Mark Purvey	Love's Farewell	TRJCAAT12903CE4D53	A_minor
Billie Jo Spears	I've Never Loved Anyone More	TRJCDDM128F425868B	E_minor
Third Eye Blind	Never Let You Go	TRJCGAF128F92F1EDB	E_major
Kellie Pickler	Girls Like Me	TRJCHIE128F42BBAF3	B_major
Heltah Skeltah	2 Keys I (Skit)	TRJCJBC128F4293BB9	D_minor
Hermans Hermits	No Milk Today	TRJCMJH128E0790A95	A_minor
Audience	Waisted Love	TRJCOGI128F93014F9	E_minor
LMFAO	La La La	TRJCOLK12903CA5DDF	Ab_major
Jean-Yves Thibaudet	3. Clair de lune	TRJCQQP128F422BC76	G#_minor
Traveling Wilburys	Margarita	TRJCREM128F428E0B2	C_major
Rosana	El Talisman	TRJCUEG12903CFE69C	F_minor
Genesis	Calling All Stations	TRJCWSS128F1481E40	E_minor
Daniel Kobialka	When You Wish Upon A Star	TRJCYRF128F4268CF9	G_major
Big Fun	Blame It On The Boogie	TRJCZQK128F9310C26	C_minor
Michael Crawford	If	TRJDADF128E079480E	G_minor
Townes Van Zandt	Fraulein - Original	TRJDEFN128F92D9466	F#_minor
Libera/Fiona Pears/City of Prague Philharmonic Orchestra	Ave Maria	TRJDFFZ12903D0789D	E_minor
Elzyo Silver	I Just Cant Help Believing	TRJDGAW12903CA8E54	F_major
Wizex	Bränner som eld (A Shot Full Of Love)	TRJDJIL128F931B36D	E_minor
Tom Petty	Feel A Whole Lot Better	TRJDNCD128F4263A04	E_major
Pulsedriver	Samplitude	TRJDNQD128F931C103	G#_minor
Ritchie Valens	Donna	TRJDNYD12903CB3A25	A_minor
Brooklyn Queens; JJ Flores	Amanda (JJ Flores 2 Step Extended Mix)	TRJDSRI12903CE8487	E_minor
Kluster	Frosty Fog	TRJDTVI12903CD0CBC	E_major
Robbie Williams	I Wouldn't Normally Do This Kind Of Thing	TRJDWDW128E0798A80	D_major
Weird Al Yankovic	Here's Johnny	TRJDWXC128F4263EE5	Eb_major
Georges Bizet	Carmen Suite: Intermezzo	TRJECSC128F4225AD5	Bb_major
Tom Verlaine	Last Night (LP Version)	TRJEELI128F14739C8	D_minor
Christina Aguilera	Hurt	TRJEFHN128F92DC8A7	G_major
The Teardrop Explodes	Sleeping Gas	TRJEFPJ128E0784869	D_minor
My Chemical Romance	Cancer [Live In Berlin] [B-Side]	TRJEIOD128F4240C74	E_major
Mirah	I Can Hear Your Heartbeat	TRJEIOL12903D06FE8	F#_major
Ciao Bella	Somebody else(Acoustic paino Vers.)	TRJEJHP128F4228276	G_major
Elva Hsiao	Hou Rai De Wo Men	TRJEKAQ128F429A58E	D_minor
Pierangelo Bertoli	Fiume Nero	TRJEKKF128F9346EFD	C_major
Frank Sinatra	I'm Glad There Is You	TRJENKO128F427BEB5	Ab_major
Madness	"Un Paso Adelante (""One Step Beyond..."" Spanish)"	TRJENKO128F9310BF5	C_minor
Los Concorde	Rompecabezas	TRJEOXL128F92EA682	F_major
The Alan Parsons Project	Sirius	TRJEROO128F4284A64	B_minor
Steps	One For Sorrow	TRJERSY128F92F7501	Eb_major
Mark Isham	This Look I Love	TRJETZO128F9310BD0	A_minor
Carpenters	Please Mr. Postman	TRJETZT128F933F3C9	A_major
Bruce Hornsby and the Range	The Way It Is	TRJEUFZ128F92F3FAE	A_minor
Legião Urbana	Pais E Filhos	TRJEUXO128F42ACB60	C_major
Baby D	Let Me Be Your Fantasy	TRJEWNQ128F931ADAA	B_minor
Boney M. 2000	Hooray! Hooray! It's A Holi-Holiday	TRJEXOJ128F42915DC	E_minor
Lucas Prata	I Think I'm Falling In Love (Pop Uptempo Mix) (Pop Uptempo Mix)	TRJEXPH128F93131F0	Bb_major
Cyndi Lauper	True Colors	TRJFAOJ128F931D308	G_major
LV	Dream (Radio Edit)	TRJFBRK128F932B204	E_minor
Katie Melua	belfast	TRJFDMQ128F93069DD	E_major
Karla Bonoff	Baby Don't Go	TRJFFLK128F4270B04	G_major
C.V. Jørgensen	Outro	TRJFFZR128F92CEDFB	E_minor
John Travolta / Olivia Newton-John	You're The One That I Want	TRJFGYO128F4259743	A_minor
Billie Jo Spears	Stand By Your Man	TRJFMKJ128F92D856E	A_major
Tony Evans	Joanna Foxtrot (Music for Dancing)	TRJFNXY128F92DA13F	Bb_major
John McDermott	The Lord's Prayer (Our Father)	TRJFPRY128F148048A	C_major
Trevor Rabin	Heroes	TRJFRWX128F14AD68D	E_major
DJ Ogi	Pilotina	TRJFRWY128F4244124	B_minor
Sue Keller	Here Comes Santa Claus	TRJFRZZ128F4296191	Bb_major
Janet Jackson	Someone To Call My Lover (Single Edit)	TRJFSHN128F147FD4C	A_major
Panpipes	The Long And Winding Road	TRJFSXC128F92CB70B	Eb_major
James Galway;Mike Mower	"My Heart Will Go On (Love Theme From ""Titanic"")"	TRJFTDC128F42AFDE9	F_major
Cinnamon Chasers	Luv Deluxe	TRJFUCB12903CEF143	C_major
David Guetta - Joachim Garraud - Chris Willis	Time	TRJFVOJ128F426437D	G#_minor
Britney Spears	Don't Let Me Be The Last To Know	TRJFYXJ128F932FE8C	E_major
Tommy Bolin	Naked Part Four	TRJFZNZ12903CF929D	C_major
The Potbelleez	Don't Hold Back (Pot La More ClubDub)	TRJGAUC128F42556ED	C#_major
Diamond D	Y'all Niggas Need to Know	TRJGBST128EF365894	E_major
Baracuda	I Leave The World Today - Video Mix	TRJGDGC128E0786B5F	G_minor
Cosmic Culture	Northern Star	TRJGDZW128F4243F4C	D#_minor
Enrique Iglesias	Addicted	TRJGFMM128F92F465D	D_minor
The Gift	Weekend	TRJGHEI12903CFE995	D_minor
Patti LaBelle	Love And Learn	TRJGIKG128F4271A10	F_major
N/A	N/A	Series([], Name: Id, dtype: object)	F#_minor
Steely Dan	Josie	TRJGQCQ128E078DFBA	E_minor
George Acosta	Satirn Dreams	TRJGUIG128F4263754	E_minor
Ellen Allien	The Brain Is Lost	TRJGUOR128F423AEBF	A_minor
Aerosmith	Eat The Rich	TRJGXVT128E078EDF0	A_minor
Slumber Party	I'm Not Sad	TRJHALN128F93269CE	C_major
The Ocean Blue	Cathedral Bells (Album Version)	TRJHATW128F428222C	E_major
Dwight Yoakam	Throughout All Time (LP Version)	TRJHGGG128F92FE796	D_major
Renzo Dj	Raining Night	TRJHIZS128F93224B8	A_minor
Shane MacGowan And The Popes	Paddy Public Enemy No. 1	TRJHJFV128F428E2E5	G_major
The Tiger Lillies	Snip Snip (Suck-A-Thumb)	TRJHLRW128F42971DA	G_major
Pet Shop Boys	Home And Dry (Radio Edit)	TRJHRLL128F933CEF4	Db_major
Uniting Nations	Tonight (in the City)	TRJHSIO128F428C997	F_major
Kaskade / Deadmau5	Move For Me	TRJHTFL128F9350254	F_minor
Guy Lombardo	Third Man Theme	TRJHUWZ128F14957C1	G_major
Ugly Kid Joe	Everything About You	TRJHVEB128F426BD18	Db_major
By The Tree	Raining Down (LP Version)	TRJHVUA128F145324A	B_minor
Rihanna	Don't Stop The Music	TRJHWUC128F42AD812	A_major
Brotherhood Of Man	Save Your Kisses For Me	TRJHXEO128F425C34E	G_major
James Blunt	Cry (Album Version)	TRJHXWG128F92DCCE2	D_major
Mary Wells	My Guy	TRJHZGS12903CE9854	F_major
Siobhan McCarthy / The Dynamos	Super Trouper	TRJHZUN128F4214B5F	G_major
Big Brovaz	O.K.	TRJIAIS128F92FC5B5	E_major
Café Quijano	La taberna del Buda	TRJIBWL128F4297E49	B_minor
Michael Bublé	Everything [Live From Madison Square Garden]	TRJIEGX128F931618C	A_major
Carlos Vives	Dejame Entrar (Bonus Track)	TRJIGAU128F42521C8	G_major
UM Dancemasters	Holiday Rap	TRJIGGO12903CA3A04	D_major
Tenth Avenue North	Healing Begins (With background vocals)	TRJIGIE12903CBEDC1	E_minor
Sylvan	Bitter Symphony (Album Version)	TRJIJJR128F423A88C	G_minor
Fred Eaglesmith	Old Coach Driver	TRJIJVG12903D13B62	D_minor
Pedro Luis e a Parede	Faixa Secreta	TRJIJWJ128F931E686	G#_minor
Coldplay Tribute	Everything's Not Lost	TRJIKIH128F422AA45	B_major
Willie Nelson	Just Out Of Reach	TRJIMZH128F92D1A92	G_major
Mathilde Santing	The First Time Ever I Saw Your Face	TRJINWI128F427DDF0	C_major
The Rembrandts	I'll Be There For You	TRJIOFU128F933C8C7	A_major
Robin Trower	Won't Let You Down	TRJIUAM12903D074EE	Eb_major
Rita Lee	Mania De Voce	TRJIUSZ128F426C49E	E_minor
Royal Philharmonic Orchestra	A Whiter Shade Of Pale	TRJIVZK12903CC4B3B	D_minor
Andy Stochansky	Mavis Said...	TRJIWBC128F931479D	C#_minor
The Platinum Orchestra	Fix My Sink (Next Generation Mix)	TRJIXCW128F4290BD4	E_minor
The Rainbow Orchestra	Smooth Operator	TRJIYCS128F42871D3	C_major
Rosie Flores	God May Forgive You [But I Won't]	TRJJFLV128F92FC46E	B_major
Franco	Una città per cantare	TRJJFUZ12903D00D24	E_minor
Music Makers	Fruta Fresca	TRJJGGK128F4226F31	A_minor
Morocco	The Blame	TRJJGRJ128F4281246	Ab_major
Tom Novy vs. Jean Claude Ades	Slap That Bitch	TRJJHZT128F426E985	G_major
Willie Nelson / Steven Tyler	One Time Too Many	TRJJIEQ128F1455F0F	Ab_major
System 7	Alpha Wave (Bananadance Remix)	TRJJJCW128F42218C7	G_major
Augie Meyers	I Cried A Tear	TRJJLVB128F9332238	F#_minor
Safri Duo	Played-A-Live (The Bongo Song)	TRJJREY128F93123DD	B_major
Camilo Sesto	Paloma Blanca_ Paloma Mia	TRJJWJS128F42A1F44	C_major
Martina McBride	Wild Angels	TRJJWLJ128F428AD88	E_major
Steve Miller Band	Take The Money And Run	TRJKBEJ128F14595A1	D_minor
Hilary Duff	Holiday (Remix)	TRJKBVM128F932574A	A_minor
Jordin Sparks	Battlefield	TRJKCQE128F932623B	D_major
Billy J. Kramer	Little Children	TRJKDZR128EF34FE67	F_major
Cher	When Love Calls Your Name	TRJKEJS128F14A4217	G_major
Kudai	Escapar	TRJKFFP128F423E806	C_minor
2 Skinnee J's	Intro (feat.	TRJKFFZ128F424D7F5	C#_minor
Garou	Dieu que le monde est injuste	TRJKLME128F92FB8BB	Bb_minor
Harry Choo Choo Romero	Night @ The Black (Jerry Ropero Remix)	TRJKNLK12903CB0700	F#_minor
Roger Eno	Fleeting Smile (Album Version)	TRJKSGG128F147C007	C#_minor
Ricky Martin	Te Extraño_ Te Olvido_ Te Amo	TRJKTLA128F4278F47	A_major
Will Hoge	Baby Girl (Album Version)	TRJKTWB128F92FA371	C#_major
Prince & The New Power Generation	Cream ( LP Version W/O Rap Monologue )	TRJKUUQ128F4238518	Bb_minor
Green Day	Basket Case (Album Version)	TRJKVRF128E07857BF	Eb_major
Paula Koivuniemi	Mitä mulle jää	TRJKVWH128F4254FAB	A_minor
Millie Jackson	All The Way Lover	TRJKZHG128F9328ED7	G_major
Luca Bacchetti	What Ever	TRJKZXF128F429E731	G_minor
Clay Walker	Woman Thing (Album Version)	TRJLALT128F427D533	D_major
George McCrae	Rock Your Baby	TRJLCUH128F93200CD	Eb_major
The Mamas & The Papas	California Dreamin'	TRJLCZV128F92F568A	E_major
Ligabue	Urlando contro il cielo [Remastered]	TRJLFDW128F42387F6	D_major
La Firma	Cómo Olvidarla	TRJLFZV128F92E5926	G_major
Central Line	La Basse	TRJLHTQ12903CBCDFE	B_minor
Johnny Dorelli	Solo Piu' Che Mai (Strangers in the night)	TRJLIDW128E078C82E	A_minor
Kary Ng	Mo Sheng Ren	TRJLINA12903D0D261	F_major
Ritchie	Pelo Interfone	TRJLJWT128F93426D4	C_major
The Pastels	Over My Shoulder	TRJLLVG128F424793E	C_major
Spice Girls	Say You'll Be There (Single Mix)	TRJLNFA128F1491A40	F_minor
Enya	Miss Clare Remembers	TRJLORC128F429596A	C_minor
Faithless	Thank You	TRJLPOH128F425A072	E_minor
Willie Nelson	Angel Flying Too Close To The Ground	TRJLPRH128F427265B	B_minor
José Carreras	Pie Jesu	TRJLQEP128E078CD66	Ab_major
Roy Drusky	White Christmas	TRJLQMK128F92F04A9	E_minor
The Beach Boys	Surfer Girl	TRJLSQI128F92E34CC	D_major
Alejandro Santiago	A Tu Voluntad	TRJMALJ12903CF9914	B_major
The Gathering	In Motion # 1	TRJMAXP12903CF2666	G_major
Bond	Samba	TRJMBZA128F4263BB8	A_minor
Thomas Dolby	She Blinded Me With Science	TRJMCVO12903CB4F48	E_minor
Enrique Iglesias	Ritmo Total (Rhythm Divine)	TRJMDUE128E07924C9	G_major
Anita Ward	Ring My Bell	TRJMFKS128F429F006	C_minor
Cabballero	Sleepin' (Now That You're Gone)	TRJMIPH128F14A0F89	E_minor
South Froggies	Paris bord de Marne	TRJMIQH128F930B7A3	Eb_major
Jason Hates Jazz	Pray For Love [DJ Chus & David Penn Vocal Mix]	TRJMMIK12903CC6D48	A_minor
Rilo Kiley	It Just Is (Album Version)	TRJMNRP128E0785C5E	C_major
Cibo Matto	Aguas De Marco (Album Version)	TRJMOCP128F425E3FF	C_minor
Sir Charles Jones	Ain't No Sunshine	TRJMQJG12903CAE269	A_minor
Glenn Miller Orchestra	Sleigh Ride	TRJMWSE12903CB8D03	D_minor
Myriam	Mudanzas	TRJMXFZ128F4229788	A_minor
Joseph McManners	Panis Angelicus	TRJMYKY128F42ACF9B	G_major
Phantom Planet	Best Band	TRJNFGI128F42ADCAD	E_major
Mickey Gilley	True Love Ways	TRJNFSY128F92D6D4D	Bb_major
Don Omar	Dile	TRJNGVN128F4292BD6	E_minor
Shaggy	Love How Them Flex	TRJNIMQ128F14591B8	E_minor
Memphis La Blusera	La Sirenita y el Lobo de Mar	TRJNINY12903CF5824	E_major
Ronan Hardiman	Siamsa	TRJNLCK128F1463E2B	A_minor
Molotov	Gimme Tha Power	TRJNQAS128F42A6E02	E_major
Barry Blue	Dancin' On A Saturday Night	TRJNRFS128F93205CA	A_major
John Michael Montgomery	I Love The Way You Love Me  (Remastered LP Version)	TRJNRLV128E078D015	Ab_major
Cloud 9	Venus	TRJNRNJ12903CD3971	E_minor
Marisela	Mi Triste Amiga	TRJNVPP128F9348CCA	D_minor
The Police	Can't Stand Losing You	TRJNWXA128F1492391	D_minor
Jascha Heifetz	Sonata No 2 In A Minor: Allegro	TRJNXAH128F92E2FB6	A_minor
Simple Plan	Welcome To My Life (Album Version)	TRJNXWU128E0787322	Db_major
Ronnie Milsap	(I'm A) Stand By My Woman Man	TRJNZIM128F426314F	A_minor
Smokie	Mexican Girl	TRJODDU12903CBCC06	C_major
Poco	Rose Of Cimarron	TRJOECM128EF35026D	E_minor
Panpipes	Picture Of You	TRJOFZB128F92CB669	C_major
Edwin Yearwood	Dushi	TRJOGXX128F42389EE	Ab_major
Halle/Hughes	Air (Orchestral Suite No 3 In D Major Bwv 1068_ Mo	TRJOIQT128F42643ED	F#_minor
Ashlee Simpson	Pieces Of Me	TRJOJKY128F4235AF3	B_minor
Jason Mraz	Traveler / Make It Mine (Live On Earth Version)	TRJOKVH128F932DCB3	B_minor
The Box Tops	The letter	TRJORTA12903CEBB4C	E_minor
Tavares	Don't Take Away The Music	TRJOTNV128F932A392	B_major
Carlo Siliotto	Mansur Will Fight Sharish	TRJOUMF128F426BF34	Eb_major
The Doobie Brothers	China Grove (Album Version)	TRJOXHD128F148B56B	E_major
Harlem Hustlers	Feeling	TRJPBOU128F4278F7D	F_major
Carl Perkins	Don't Be Cruel	TRJPCJI12903CC9C06	D_major
Fiona	He's On My Side (Album Version)	TRJPDZB128F9342714	D_minor
The Guess Who	Laughing	TRJPEOW128F930959D	A_major
Joan Osborne	Alone with You (Album Version)	TRJPHRR128F429A6B9	E_major
Phil Vassar	I'm Already Gone	TRJPJZK128F428A3DB	E_minor
D Day	D-Day [Rogers Raw Mix]	TRJPKBU128F4248406	Ab_major
